Date,Exchange Rate
2024-10-14 22:30:00,149.633
2024-10-14 23:00:00,149.711
2024-10-14 23:30:00,149.728
2024-10-15 00:00:00,149.678
2024-10-15 00:30:00,149.516
2024-10-15 01:00:00,149.639
2024-10-15 01:30:00,149.417
2024-10-15 02:00:00,149.307
2024-10-15 02:30:00,149.183
2024-10-15 03:00:00,149.234
2024-10-15 03:30:00,149.16
2024-10-15 04:00:00,149.153
2024-10-15 04:30:00,149.052
2024-10-15 05:00:00,148.904
2024-10-15 05:30:00,149.029
2024-10-15 06:00:00,149.144
2024-10-15 06:30:00,149.28
2024-10-15 07:00:00,149.348
2024-10-15 07:30:00,149.281
2024-10-15 08:00:00,149.085
2024-10-15 08:30:00,149.165
2024-10-15 09:00:00,149.184
2024-10-15 09:30:00,149.197
2024-10-15 10:00:00,149.231
2024-10-15 10:30:00,149.245
2024-10-15 11:00:00,149.217
2024-10-15 11:30:00,149.374
2024-10-15 12:00:00,149.449
2024-10-15 12:30:00,149.518
2024-10-15 13:00:00,149.427
2024-10-15 13:30:00,149.321
2024-10-15 14:00:00,149.277
2024-10-15 14:30:00,149.196
2024-10-15 15:00:00,149.239
2024-10-15 15:30:00,149.238
2024-10-15 16:00:00,149.188
2024-10-15 16:30:00,149.179
2024-10-15 17:00:00,149.178
2024-10-15 17:30:00,149.201
2024-10-15 18:00:00,149.227
2024-10-15 18:30:00,149.268
2024-10-15 19:00:00,149.087
2024-10-15 19:30:00,149.11
2024-10-15 20:00:00,149.269
2024-10-15 20:30:00,149.114
2024-10-15 21:00:00,149.027
2024-10-15 21:30:00,149.088
2024-10-15 22:00:00,149.087
2024-10-15 22:30:00,149.127
2024-10-15 23:00:00,149.173
2024-10-15 23:30:00,149.177
2024-10-16 00:00:00,149.26
2024-10-16 00:30:00,149.274
2024-10-16 01:00:00,149.359
2024-10-16 01:30:00,149.253
2024-10-16 02:00:00,149.267
2024-10-16 02:30:00,149.177
2024-10-16 03:00:00,149.451
2024-10-16 03:30:00,149.365
2024-10-16 04:00:00,149.463
2024-10-16 04:30:00,149.362
2024-10-16 05:00:00,149.276
2024-10-16 05:30:00,149.332
2024-10-16 06:00:00,149.382
2024-10-16 06:30:00,149.324
2024-10-16 07:00:00,149.172
2024-10-16 07:30:00,149.242
2024-10-16 08:00:00,149.444
2024-10-16 08:30:00,149.339
2024-10-16 09:00:00,149.312
2024-10-16 09:30:00,149.678
2024-10-16 10:00:00,149.636
2024-10-16 10:30:00,149.658
2024-10-16 11:00:00,149.717
2024-10-16 11:30:00,149.754
2024-10-16 12:00:00,149.741
2024-10-16 12:30:00,149.777
2024-10-16 13:00:00,149.75
2024-10-16 13:30:00,149.786
2024-10-16 14:00:00,149.776
2024-10-16 14:30:00,149.779
2024-10-16 15:00:00,149.714
2024-10-16 15:30:00,149.657
2024-10-16 16:00:00,149.624
2024-10-16 16:30:00,149.597
2024-10-16 17:00:00,149.58
2024-10-16 17:30:00,149.614
2024-10-16 18:00:00,149.571
2024-10-16 18:30:00,149.63
2024-10-16 19:00:00,149.562
2024-10-16 19:30:00,149.52
2024-10-16 20:00:00,149.54
2024-10-16 20:30:00,149.397
2024-10-16 21:00:00,149.379
2024-10-16 21:30:00,149.358
2024-10-16 22:00:00,149.409
2024-10-16 22:30:00,149.441
2024-10-16 23:00:00,149.553
2024-10-16 23:30:00,149.437
2024-10-17 00:00:00,149.541
2024-10-17 00:30:00,149.469
2024-10-17 01:00:00,149.516
2024-10-17 01:30:00,149.62
2024-10-17 02:00:00,149.631
2024-10-17 02:30:00,149.73
2024-10-17 03:00:00,149.773
2024-10-17 03:30:00,149.748
2024-10-17 04:00:00,149.835
2024-10-17 04:30:00,149.719
2024-10-17 05:00:00,149.64
2024-10-17 05:30:00,149.592
2024-10-17 06:00:00,149.619
2024-10-17 06:30:00,149.568
2024-10-17 07:00:00,149.522
2024-10-17 07:30:00,149.515
2024-10-17 08:00:00,149.829
2024-10-17 08:30:00,149.812
2024-10-17 09:00:00,149.78
2024-10-17 09:30:00,149.98
2024-10-17 10:00:00,150.023
2024-10-17 10:30:00,149.99
2024-10-17 11:00:00,150.128
2024-10-17 11:30:00,150.243
2024-10-17 12:00:00,150.212
2024-10-17 12:30:00,150.18
2024-10-17 13:00:00,150.247
2024-10-17 13:30:00,150.193
2024-10-17 14:00:00,150.272
2024-10-17 14:30:00,150.267
2024-10-17 15:00:00,150.215
2024-10-17 15:30:00,150.19
2024-10-17 16:00:00,150.2
2024-10-17 16:30:00,150.164
2024-10-17 17:00:00,150.156
2024-10-17 17:30:00,150.15
2024-10-17 18:00:00,150.211
2024-10-17 18:30:00,150.239
2024-10-17 19:00:00,150.101
2024-10-17 19:30:00,150.003
2024-10-17 20:00:00,150.048
2024-10-17 20:30:00,149.906
2024-10-17 21:00:00,150.008
2024-10-17 21:30:00,149.971
2024-10-17 22:00:00,149.92
2024-10-17 22:30:00,149.933
2024-10-17 23:00:00,149.894
2024-10-17 23:30:00,149.962
2024-10-18 00:00:00,149.898
2024-10-18 00:30:00,149.794
2024-10-18 01:00:00,149.879
2024-10-18 01:30:00,149.889
2024-10-18 02:00:00,149.959
2024-10-18 02:30:00,150.11
2024-10-18 03:00:00,150.095
2024-10-18 03:30:00,150.009
2024-10-18 04:00:00,149.92
2024-10-18 04:30:00,149.862
2024-10-18 05:00:00,149.921
2024-10-18 05:30:00,149.965
2024-10-18 06:00:00,149.94
2024-10-18 06:30:00,149.989
2024-10-18 07:00:00,150.002
2024-10-18 07:30:00,149.955
2024-10-18 08:00:00,149.861
2024-10-18 08:30:00,149.758
2024-10-18 09:00:00,149.737
2024-10-18 09:30:00,149.728
2024-10-18 10:00:00,149.599
2024-10-18 10:30:00,149.549
2024-10-18 11:00:00,149.58
2024-10-18 11:30:00,149.498
2024-10-18 12:00:00,149.416
2024-10-18 12:30:00,149.548
2024-10-18 13:00:00,149.593
2024-10-18 13:30:00,149.499
2024-10-18 14:00:00,149.528
2024-10-18 14:30:00,149.519
2024-10-18 15:00:00,149.52
2024-10-18 15:30:00,149.464
2024-10-18 16:00:00,149.503
2024-10-18 16:30:00,149.485
2024-10-20 17:30:00,149.613
2024-10-20 18:00:00,149.564
2024-10-20 18:30:00,149.545
2024-10-20 19:00:00,149.604
2024-10-20 19:30:00,149.295
2024-10-20 20:00:00,149.382
2024-10-20 20:30:00,149.241
2024-10-20 21:00:00,149.198
2024-10-20 21:30:00,149.15
2024-10-20 22:00:00,149.226
2024-10-20 22:30:00,149.155
2024-10-20 23:00:00,149.223
2024-10-20 23:30:00,149.264
2024-10-21 00:00:00,149.318
2024-10-21 00:30:00,149.293
2024-10-21 01:00:00,149.362
2024-10-21 01:30:00,149.501
2024-10-21 02:00:00,149.627
2024-10-21 02:30:00,149.783
2024-10-21 03:00:00,149.831
2024-10-21 03:30:00,149.893
2024-10-21 04:00:00,149.942
2024-10-21 04:30:00,149.881
2024-10-21 05:00:00,150.057
2024-10-21 05:30:00,149.997
2024-10-21 06:00:00,149.942
2024-10-21 06:30:00,149.884
2024-10-21 07:00:00,149.923
2024-10-21 07:30:00,149.842
2024-10-21 08:00:00,149.917
2024-10-21 08:30:00,150.013
2024-10-21 09:00:00,150.127
2024-10-21 09:30:00,150.208
2024-10-21 10:00:00,150.232
2024-10-21 10:30:00,150.256
2024-10-21 11:00:00,150.469
2024-10-21 11:30:00,150.508
2024-10-21 12:00:00,150.518
2024-10-21 12:30:00,150.722
2024-10-21 13:00:00,150.744
2024-10-21 13:30:00,150.766
2024-10-21 14:00:00,150.776
2024-10-21 14:30:00,150.835
2024-10-21 15:00:00,150.772
2024-10-21 15:30:00,150.78
2024-10-21 16:00:00,150.817
2024-10-21 16:30:00,150.731
2024-10-21 17:00:00,150.708
2024-10-21 17:30:00,150.699
2024-10-21 18:00:00,150.68
2024-10-21 18:30:00,150.716
2024-10-21 19:00:00,150.621
2024-10-21 19:30:00,150.69
2024-10-21 20:00:00,150.63
2024-10-21 20:30:00,150.63
2024-10-21 21:00:00,150.66
2024-10-21 21:30:00,150.761
2024-10-21 22:00:00,150.831
2024-10-21 22:30:00,150.962
2024-10-21 23:00:00,150.922
2024-10-21 23:30:00,150.977
2024-10-22 00:00:00,150.869
2024-10-22 00:30:00,150.885
2024-10-22 01:00:00,150.844
2024-10-22 01:30:00,150.717
2024-10-22 02:00:00,150.826
2024-10-22 02:30:00,150.929
2024-10-22 03:00:00,151.0
2024-10-22 03:30:00,150.904
2024-10-22 04:00:00,150.984
2024-10-22 04:30:00,150.91
2024-10-22 05:00:00,150.884
2024-10-22 05:30:00,150.78
2024-10-22 06:00:00,150.841
2024-10-22 06:30:00,150.824
2024-10-22 07:00:00,150.863
2024-10-22 07:30:00,150.863
2024-10-22 08:00:00,150.91
2024-10-22 08:30:00,150.702
2024-10-22 09:00:00,150.919
2024-10-22 09:30:00,150.978
2024-10-22 10:00:00,150.977
2024-10-22 10:30:00,150.984
2024-10-22 11:00:00,151.109
2024-10-22 11:30:00,151.163
2024-10-22 12:00:00,151.06
2024-10-22 12:30:00,151.106
2024-10-22 13:00:00,150.974
2024-10-22 13:30:00,150.921
2024-10-22 14:00:00,151.06
2024-10-22 14:30:00,151.07
2024-10-22 15:00:00,151.119
2024-10-22 15:30:00,151.096
2024-10-22 16:00:00,151.063
2024-10-22 16:30:00,151.022
2024-10-22 17:00:00,151.017
2024-10-22 17:30:00,151.029
2024-10-22 18:00:00,151.063
2024-10-22 18:30:00,151.08
2024-10-22 19:00:00,151.148
2024-10-22 19:30:00,151.332
2024-10-22 20:00:00,151.463
2024-10-22 20:30:00,151.64
2024-10-22 21:00:00,151.644
2024-10-22 21:30:00,151.685
2024-10-22 22:00:00,151.741
2024-10-22 22:30:00,151.779
2024-10-22 23:00:00,151.747
2024-10-22 23:30:00,151.93
2024-10-23 00:00:00,152.07
2024-10-23 00:30:00,152.077
2024-10-23 01:00:00,152.165
2024-10-23 01:30:00,152.2
2024-10-23 02:00:00,152.293
2024-10-23 02:30:00,152.484
2024-10-23 03:00:00,152.369
2024-10-23 03:30:00,152.487
2024-10-23 04:00:00,152.415
2024-10-23 04:30:00,152.681
2024-10-23 05:00:00,152.724
2024-10-23 05:30:00,152.64
2024-10-23 06:00:00,152.819
2024-10-23 06:30:00,152.879
2024-10-23 07:00:00,153.054
2024-10-23 07:30:00,153.119
2024-10-23 08:00:00,153.069
2024-10-23 08:30:00,152.964
2024-10-23 09:00:00,153.061
2024-10-23 09:30:00,153.022
2024-10-23 10:00:00,153.025
2024-10-23 10:30:00,152.827
2024-10-23 11:00:00,152.819
2024-10-23 11:30:00,152.887
2024-10-23 12:00:00,152.859
2024-10-23 12:30:00,152.842
2024-10-23 13:00:00,152.773
2024-10-23 13:30:00,152.523
2024-10-23 14:00:00,152.663
2024-10-23 14:30:00,152.674
2024-10-23 15:00:00,152.592
2024-10-23 15:30:00,152.667
2024-10-23 16:00:00,152.745
2024-10-23 16:30:00,152.677
2024-10-23 17:00:00,152.655
2024-10-23 17:30:00,152.787
2024-10-23 18:00:00,152.748
2024-10-23 18:30:00,152.632
2024-10-23 19:00:00,152.767
2024-10-23 19:30:00,152.582
2024-10-23 20:00:00,152.634
2024-10-23 20:30:00,152.722
2024-10-23 21:00:00,152.675
2024-10-23 21:30:00,152.523
2024-10-23 22:00:00,152.427
2024-10-23 22:30:00,152.45
2024-10-23 23:00:00,152.397
2024-10-23 23:30:00,152.233
2024-10-24 00:00:00,152.21
2024-10-24 00:30:00,152.265
2024-10-24 01:00:00,152.389
2024-10-24 01:30:00,152.219
2024-10-24 02:00:00,152.054
2024-10-24 02:30:00,152.147
2024-10-24 03:00:00,152.127
2024-10-24 03:30:00,152.104
2024-10-24 04:00:00,152.008
2024-10-24 04:30:00,151.95
2024-10-24 05:00:00,151.989
2024-10-24 05:30:00,151.931
2024-10-24 06:00:00,151.855
2024-10-24 06:30:00,151.885
2024-10-24 07:00:00,152.046
2024-10-24 07:30:00,151.848
2024-10-24 08:00:00,152.053
2024-10-24 08:30:00,152.16
2024-10-24 09:00:00,152.2
2024-10-24 09:30:00,152.17
2024-10-24 10:00:00,151.926
2024-10-24 10:30:00,151.922
2024-10-24 11:00:00,151.872
2024-10-24 11:30:00,151.723
2024-10-24 12:00:00,151.687
2024-10-24 12:30:00,151.611
2024-10-24 13:00:00,151.623
2024-10-24 13:30:00,151.759
2024-10-24 14:00:00,151.817
2024-10-24 14:30:00,151.894
2024-10-24 15:00:00,151.832
2024-10-24 15:30:00,151.818
2024-10-24 16:00:00,151.812
2024-10-24 16:30:00,151.799
2024-10-24 17:00:00,151.798
2024-10-24 17:30:00,151.752
2024-10-24 18:00:00,151.687
2024-10-24 18:30:00,151.777
2024-10-24 19:00:00,151.788
2024-10-24 19:30:00,151.87
2024-10-24 20:00:00,152.001
2024-10-24 20:30:00,151.936
2024-10-24 21:00:00,151.838
2024-10-24 21:30:00,151.784
2024-10-24 22:00:00,151.834
2024-10-24 22:30:00,151.88
2024-10-24 23:00:00,151.85
2024-10-24 23:30:00,151.692
2024-10-25 00:00:00,151.701
2024-10-25 00:30:00,151.598
2024-10-25 01:00:00,151.727
2024-10-25 01:30:00,151.881
2024-10-25 02:00:00,151.863
2024-10-25 02:30:00,151.837
2024-10-25 03:00:00,151.951
2024-10-25 03:30:00,152.01
2024-10-25 04:00:00,151.961
2024-10-25 04:30:00,152.075
2024-10-25 05:00:00,152.001
2024-10-25 05:30:00,151.972
2024-10-25 06:00:00,151.893
2024-10-25 06:30:00,151.912
2024-10-25 07:00:00,151.793
2024-10-25 07:30:00,151.969
2024-10-25 08:00:00,151.918
2024-10-25 08:30:00,152.023
2024-10-25 09:00:00,152.001
2024-10-25 09:30:00,151.99
2024-10-25 10:00:00,152.026
2024-10-25 10:30:00,151.993
2024-10-25 11:00:00,152.079
2024-10-25 11:30:00,152.17
2024-10-25 12:00:00,152.193
2024-10-25 12:30:00,152.186
2024-10-25 13:00:00,152.16
2024-10-25 13:30:00,152.258
2024-10-25 14:00:00,152.24
2024-10-25 14:30:00,152.358
2024-10-25 15:00:00,152.26
2024-10-25 15:30:00,152.228
2024-10-25 16:00:00,152.244
2024-10-25 16:30:00,152.244
2024-10-27 17:30:00,153.132
2024-10-27 18:00:00,152.95
2024-10-27 18:30:00,152.857
2024-10-27 19:00:00,152.955
2024-10-27 19:30:00,153.276
2024-10-27 20:00:00,153.463
2024-10-27 20:30:00,153.563
2024-10-27 21:00:00,153.844
2024-10-27 21:30:00,153.635
2024-10-27 22:00:00,153.577
2024-10-27 22:30:00,153.58
2024-10-27 23:00:00,153.626
2024-10-27 23:30:00,153.456
2024-10-28 00:00:00,153.643
2024-10-28 00:30:00,153.651
2024-10-28 01:00:00,153.539
2024-10-28 01:30:00,153.295
2024-10-28 02:00:00,153.409
2024-10-28 02:30:00,153.292
2024-10-28 03:00:00,153.328
2024-10-28 03:30:00,153.31
2024-10-28 04:00:00,153.178
2024-10-28 04:30:00,153.097
2024-10-28 05:00:00,152.929
2024-10-28 05:30:00,152.64
2024-10-28 06:00:00,152.532
2024-10-28 06:30:00,152.709
2024-10-28 07:00:00,152.729
2024-10-28 07:30:00,152.562
2024-10-28 08:00:00,152.622
2024-10-28 08:30:00,152.633
2024-10-28 09:00:00,152.752
2024-10-28 09:30:00,152.951
2024-10-28 10:00:00,152.944
2024-10-28 10:30:00,152.983
2024-10-28 11:00:00,153.213
2024-10-28 11:30:00,153.198
2024-10-28 12:00:00,153.26
2024-10-28 12:30:00,153.238
2024-10-28 13:00:00,153.276
2024-10-28 13:30:00,153.34
2024-10-28 14:00:00,153.262
2024-10-28 14:30:00,153.234
2024-10-28 15:00:00,153.228
2024-10-28 15:30:00,153.258
2024-10-28 16:00:00,153.276
2024-10-28 16:30:00,153.252
2024-10-28 17:00:00,153.206
2024-10-28 17:30:00,153.295
2024-10-28 18:00:00,153.304
2024-10-28 18:30:00,153.262
2024-10-28 19:00:00,153.135
2024-10-28 19:30:00,153.226
2024-10-28 20:00:00,153.012
2024-10-28 20:30:00,153.12
2024-10-28 21:00:00,152.936
2024-10-28 21:30:00,152.892
2024-10-28 22:00:00,152.992
2024-10-28 22:30:00,153.039
2024-10-28 23:00:00,153.037
2024-10-28 23:30:00,152.955
2024-10-29 00:00:00,152.921
2024-10-29 00:30:00,152.78
2024-10-29 01:00:00,152.828
2024-10-29 01:30:00,152.952
2024-10-29 02:00:00,152.998
2024-10-29 02:30:00,153.165
2024-10-29 03:00:00,153.166
2024-10-29 03:30:00,153.284
2024-10-29 04:00:00,153.395
2024-10-29 04:30:00,153.368
2024-10-29 05:00:00,153.407
2024-10-29 05:30:00,153.464
2024-10-29 06:00:00,153.34
2024-10-29 06:30:00,153.419
2024-10-29 07:00:00,153.674
2024-10-29 07:30:00,153.807
2024-10-29 08:00:00,153.759
2024-10-29 08:30:00,153.737
2024-10-29 09:00:00,153.645
2024-10-29 09:30:00,153.292
2024-10-29 10:00:00,153.379
2024-10-29 10:30:00,153.73
2024-10-29 11:00:00,153.494
2024-10-29 11:30:00,153.431
2024-10-29 12:00:00,153.545
2024-10-29 12:30:00,153.42
2024-10-29 13:00:00,153.418
2024-10-29 13:30:00,153.485
2024-10-29 14:00:00,153.426
2024-10-29 14:30:00,153.478
2024-10-29 15:00:00,153.421
2024-10-29 15:30:00,153.384
2024-10-29 16:00:00,153.341
2024-10-29 16:30:00,153.34
2024-10-29 17:00:00,153.338
2024-10-29 17:30:00,153.273
2024-10-29 18:00:00,153.245
2024-10-29 18:30:00,153.237
2024-10-29 19:00:00,153.258
2024-10-29 19:30:00,153.168
2024-10-29 20:00:00,153.248
2024-10-29 20:30:00,153.14
2024-10-29 21:00:00,153.217
2024-10-29 21:30:00,153.43
2024-10-29 22:00:00,153.313
2024-10-29 22:30:00,153.377
2024-10-29 23:00:00,153.342
2024-10-29 23:30:00,153.232
2024-10-30 00:00:00,153.355
2024-10-30 00:30:00,153.263
2024-10-30 01:00:00,153.225
2024-10-30 01:30:00,153.341
2024-10-30 02:00:00,153.27
2024-10-30 02:30:00,153.33
2024-10-30 03:00:00,153.329
2024-10-30 03:30:00,153.037
2024-10-30 04:00:00,152.848
2024-10-30 04:30:00,153.175
2024-10-30 05:00:00,153.058
2024-10-30 05:30:00,152.918
2024-10-30 06:00:00,152.895
2024-10-30 06:30:00,152.863
2024-10-30 07:00:00,153.028
2024-10-30 07:30:00,153.363
2024-10-30 08:00:00,153.354
2024-10-30 08:30:00,153.259
2024-10-30 09:00:00,152.934
2024-10-30 09:30:00,153.186
2024-10-30 10:00:00,153.262
2024-10-30 10:30:00,153.311
2024-10-30 11:00:00,153.153
2024-10-30 11:30:00,153.101
2024-10-30 12:00:00,153.076
2024-10-30 12:30:00,153.239
2024-10-30 13:00:00,153.231
2024-10-30 13:30:00,153.22
2024-10-30 14:00:00,153.242
2024-10-30 14:30:00,153.362
2024-10-30 15:00:00,153.298
2024-10-30 15:30:00,153.376
2024-10-30 16:00:00,153.402
2024-10-30 16:30:00,153.319
2024-10-30 17:00:00,153.315
2024-10-30 17:30:00,153.265
2024-10-30 18:00:00,153.295
2024-10-30 18:30:00,153.298
2024-10-30 19:00:00,153.239
2024-10-30 19:30:00,153.227
2024-10-30 20:00:00,153.524
2024-10-30 20:30:00,153.473
2024-10-30 21:00:00,153.49
2024-10-30 21:30:00,153.44
2024-10-30 22:00:00,153.397
2024-10-30 22:30:00,153.003
2024-10-30 23:00:00,153.051
2024-10-30 23:30:00,152.851
2024-10-31 00:00:00,152.917
2024-10-31 00:30:00,153.045
2024-10-31 01:00:00,152.84
2024-10-31 01:30:00,152.772
2024-10-31 02:00:00,152.171
2024-10-31 02:30:00,152.255
2024-10-31 03:00:00,152.249
2024-10-31 03:30:00,152.013
2024-10-31 04:00:00,152.399
2024-10-31 04:30:00,152.481
2024-10-31 05:00:00,152.554
2024-10-31 05:30:00,152.319
2024-10-31 06:00:00,152.463
2024-10-31 06:30:00,152.748
2024-10-31 07:00:00,152.722
2024-10-31 07:30:00,152.764
2024-10-31 08:00:00,152.69
2024-10-31 08:30:00,152.773
2024-10-31 09:00:00,152.965
2024-10-31 09:30:00,152.61
2024-10-31 10:00:00,152.584
2024-10-31 10:30:00,152.401
2024-10-31 11:00:00,152.356
2024-10-31 11:30:00,152.417
2024-10-31 12:00:00,152.444
2024-10-31 12:30:00,152.299
2024-10-31 13:00:00,152.173
2024-10-31 13:30:00,152.094
2024-10-31 14:00:00,152.052
2024-10-31 14:30:00,152.02
2024-10-31 15:00:00,151.934
2024-10-31 15:30:00,152.019
2024-10-31 16:00:00,152.019
2024-10-31 16:30:00,151.999
2024-10-31 17:00:00,152.04
2024-10-31 17:30:00,152.088
2024-10-31 18:00:00,152.061
2024-10-31 18:30:00,151.969
2024-10-31 19:00:00,151.978
2024-10-31 19:30:00,152.065
2024-10-31 20:00:00,152.028
2024-10-31 20:30:00,152.068
2024-10-31 21:00:00,152.114
2024-10-31 21:30:00,152.198
2024-10-31 22:00:00,152.298
2024-10-31 22:30:00,152.379
2024-10-31 23:00:00,152.416
2024-10-31 23:30:00,152.472
2024-11-01 00:00:00,152.482
2024-11-01 00:30:00,152.557
2024-11-01 01:00:00,152.541
2024-11-01 01:30:00,152.482
2024-11-01 02:00:00,152.396
2024-11-01 02:30:00,152.309
2024-11-01 03:00:00,152.542
2024-11-01 03:30:00,152.653
2024-11-01 04:00:00,152.644
2024-11-01 04:30:00,152.806
2024-11-01 05:00:00,152.776
2024-11-01 05:30:00,152.784
2024-11-01 06:00:00,152.671
2024-11-01 06:30:00,152.756
2024-11-01 07:00:00,152.669
2024-11-01 07:30:00,152.658
2024-11-01 08:00:00,152.038
2024-11-01 08:30:00,152.254
2024-11-01 09:00:00,152.363
2024-11-01 09:30:00,152.701
2024-11-01 10:00:00,152.892
2024-11-01 10:30:00,152.819
2024-11-01 11:00:00,152.944
2024-11-01 11:30:00,152.941
2024-11-01 12:00:00,152.886
2024-11-01 12:30:00,152.922
2024-11-01 13:00:00,152.908
2024-11-01 13:30:00,152.87
2024-11-01 14:00:00,152.961
2024-11-01 14:30:00,152.954
2024-11-01 15:00:00,152.969
2024-11-01 15:30:00,153.018
2024-11-01 16:00:00,152.946
2024-11-01 16:30:00,152.946
2024-11-03 17:30:00,152.465
2024-11-03 18:00:00,152.414
2024-11-03 18:30:00,152.394
2024-11-03 19:00:00,152.285
2024-11-03 19:30:00,152.074
2024-11-03 20:00:00,152.068
2024-11-03 20:30:00,151.887
2024-11-03 21:00:00,151.786
2024-11-03 21:30:00,151.877
2024-11-03 22:00:00,151.807
2024-11-03 22:30:00,151.685
2024-11-03 23:00:00,151.734
2024-11-03 23:30:00,151.765
2024-11-04 00:00:00,151.818
2024-11-04 00:30:00,151.906
2024-11-04 01:00:00,151.854
2024-11-04 01:30:00,151.889
2024-11-04 02:00:00,152.147
2024-11-04 02:30:00,152.226
2024-11-04 03:00:00,152.177
2024-11-04 03:30:00,152.007
2024-11-04 04:00:00,152.09
2024-11-04 04:30:00,151.908
2024-11-04 05:00:00,151.885
2024-11-04 05:30:00,151.913
2024-11-04 06:00:00,151.809
2024-11-04 06:30:00,151.708
2024-11-04 07:00:00,151.55
2024-11-04 07:30:00,151.627
2024-11-04 08:00:00,151.809
2024-11-04 08:30:00,152.01
2024-11-04 09:00:00,151.828
2024-11-04 09:30:00,151.86
2024-11-04 10:00:00,151.811
2024-11-04 10:30:00,151.946
2024-11-04 11:00:00,151.988
2024-11-04 11:30:00,152.043
2024-11-04 12:00:00,152.022
2024-11-04 12:30:00,151.936
2024-11-04 13:00:00,152.008
2024-11-04 13:30:00,152.183
2024-11-04 14:00:00,152.056
2024-11-04 14:30:00,152.139
2024-11-04 15:00:00,152.149
2024-11-04 15:30:00,152.137
2024-11-04 16:00:00,152.149
2024-11-04 16:30:00,152.155
2024-11-04 17:00:00,152.119
2024-11-04 17:30:00,152.107
2024-11-04 18:00:00,152.11
2024-11-04 18:30:00,152.194
2024-11-04 19:00:00,152.281
2024-11-04 19:30:00,152.19
2024-11-04 20:00:00,152.281
2024-11-04 20:30:00,152.343
2024-11-04 21:00:00,152.275
2024-11-04 21:30:00,152.23
2024-11-04 22:00:00,152.255
2024-11-04 22:30:00,152.357
2024-11-04 23:00:00,152.378
2024-11-04 23:30:00,152.473
2024-11-05 00:00:00,152.464
2024-11-05 00:30:00,152.479
2024-11-05 01:00:00,152.427
2024-11-05 01:30:00,152.311
2024-11-05 02:00:00,152.346
2024-11-05 02:30:00,152.262
2024-11-05 03:00:00,152.267
2024-11-05 03:30:00,152.251
2024-11-05 04:00:00,152.185
2024-11-05 04:30:00,152.193
2024-11-05 05:00:00,152.184
2024-11-05 05:30:00,152.199
2024-11-05 06:00:00,152.255
2024-11-05 06:30:00,152.187
2024-11-05 07:00:00,152.154
2024-11-05 07:30:00,152.195
2024-11-05 08:00:00,152.288
2024-11-05 08:30:00,152.194
2024-11-05 09:00:00,152.038
2024-11-05 09:30:00,151.85
2024-11-05 10:00:00,151.812
2024-11-05 10:30:00,151.939
2024-11-05 11:00:00,152.042
2024-11-05 11:30:00,151.99
2024-11-05 12:00:00,151.961
2024-11-05 12:30:00,151.7
