Date,Open,High,Low,Close
2023-11-01,150.57500,150.58800,149.85001,150.57500
2023-10-31,151.29401,151.43201,150.82400,151.29401
2023-10-30,149.11099,151.52901,149.03000,149.11099
2023-10-29,149.73300,149.84599,148.81400,149.73300
2023-10-26,150.36600,150.40300,149.55400,150.36600
2023-10-25,150.09801,150.77200,150.04800,150.09801
2023-10-24,149.85400,149.97000,149.79500,149.85400
2023-10-23,149.76900,149.91800,149.33501,149.76900
2023-10-22,149.88001,149.98900,149.74200,149.88001
2023-10-19,149.80200,149.99200,149.80499,149.80200
2023-10-18,149.74200,149.93201,149.70700,149.74200
2023-10-17,149.75900,149.87900,149.51300,149.75900
2023-10-16,149.57800,149.78900,149.31900,149.57800
2023-10-15,149.56599,149.75301,149.37801,149.56599
2023-10-12,149.78999,149.82300,149.45599,149.78999
2023-10-11,149.03600,149.78200,148.95799,149.03600
2023-10-10,148.62801,149.17999,148.43800,148.62801
2023-10-09,148.32700,149.09300,148.18900,148.32700
2023-10-08,149.16000,149.21800,148.52300,149.16000
2023-10-05,148.46300,149.48801,148.46500,148.46300
2023-10-04,148.96600,149.10001,148.30600,148.96600
2023-10-03,149.19200,149.30600,148.74000,149.19200
2023-10-02,149.85100,150.14200,148.71201,149.85100
2023-10-01,149.53999,149.86400,149.46500,149.53999
2023-09-28,149.33701,149.44600,148.53101,149.33701
2023-09-27,149.49800,149.54201,149.16400,149.49800
2023-09-26,149.04500,149.49499,148.86600,149.04500
2023-09-25,148.81100,149.17600,148.70799,148.81100
2023-09-24,148.43401,148.94400,148.28500,148.43401
2023-09-21,147.64400,148.40401,147.52901,147.64400
2023-09-20,148.32100,148.44800,147.32500,148.32100
2023-09-19,147.74200,148.16299,147.62300,147.74200
2023-09-18,147.60500,147.89000,147.51500,147.60500
2023-09-17,147.86800,147.86099,147.56000,147.86800
2023-09-14,147.48200,147.94900,147.34100,147.48200
2023-09-13,147.34599,147.53700,147.02699,147.34599
2023-09-12,147.15801,147.61500,147.11200,147.15801
2023-09-11,146.67799,147.21899,146.47301,146.67799
2023-09-10,147.11301,147.10001,145.91299,147.11301
2023-09-07,147.33099,147.74200,146.68700,147.33099
2023-09-06,147.70900,147.86500,147.05701,147.70900
2023-09-05,147.47099,147.79601,147.03700,147.47099
2023-09-04,146.54300,147.71600,146.49800,146.54300
2023-09-03,146.05701,146.49000,146.04100,146.05701
2023-08-31,145.47301,146.22700,144.48200,145.47301
2023-08-30,146.09900,146.19099,145.53101,146.09900
2023-08-29,145.98801,146.52300,145.55800,145.98801
2023-08-28,146.46400,147.34399,145.85200,146.46400
2023-08-27,146.53101,146.71600,146.27800,146.53101
2023-08-24,146.06700,146.60500,145.73399,146.06700
2023-08-23,144.67300,145.94701,144.62100,144.67300
2023-08-22,145.76300,145.81300,144.58000,145.76300
2023-08-21,146.23801,146.39000,145.50200,146.23801
2023-08-20,145.30499,146.38300,145.14900,145.30499
2023-08-17,145.71400,145.77400,145.13400,145.71400
2023-08-16,146.33299,146.52499,145.63800,146.33299
2023-08-15,145.60800,145.88300,145.31900,145.60800
2023-08-14,145.43700,145.85800,145.10700,145.43700
2023-08-13,144.81700,145.56599,144.75101,144.81700
2023-08-10,144.85400,144.96300,144.43700,144.85400
2023-08-09,143.72700,144.48300,143.33900,143.72700
2023-08-08,143.27800,143.71201,143.01401,143.27800
2023-08-07,142.52400,143.41901,142.57300,142.52400
2023-08-06,141.87601,142.48801,141.52300,141.87601
2023-08-03,142.59801,142.86700,141.55701,142.59801
2023-08-02,143.34399,143.87801,142.09300,143.34399
2023-08-01,142.97000,143.46001,142.25700,142.97000
2023-07-31,142.32300,143.45300,142.28999,142.32300
2023-07-30,140.75800,142.64800,140.70100,140.75800
2023-07-27,138.86400,140.95700,138.09000,138.86400
2023-07-26,140.36700,141.28101,139.39800,140.36700
2023-07-25,140.91299,141.17900,140.18900,140.91299
2023-07-24,141.52200,141.69000,140.91499,141.52200
2023-07-23,141.75000,141.77100,140.88600,141.75000
2023-07-20,139.86400,141.93700,139.75200,139.86400
2023-07-19,139.59801,140.40300,139.12300,139.59801
2023-07-18,139.02699,139.99000,138.87601,139.02699
2023-07-17,138.72900,138.95599,137.82800,138.72900
2023-07-16,138.68201,139.39400,138.01500,138.68201
2023-07-13,138.07500,139.10100,137.31500,138.07500
2023-07-12,138.31500,138.93700,138.05600,138.31500
2023-07-11,140.11800,140.07400,138.20500,140.11800
2023-07-10,141.29700,141.44099,140.16499,141.29700
2023-07-09,142.20900,142.99899,141.52800,142.20900
2023-07-06,143.95100,144.19299,142.11000,143.95100
2023-07-05,144.48900,144.64200,143.58299,144.48900
2023-07-04,144.40601,144.72501,144.09000,144.40601
2023-07-03,144.58400,144.67300,144.21001,144.58400
2023-07-02,144.39800,144.90900,144.02300,144.39800
2023-06-29,144.78000,145.03301,144.22800,144.78000
2023-06-28,144.38901,144.89200,144.13800,144.38901
2023-06-27,143.88200,144.59500,143.73599,143.88200
2023-06-26,143.46001,144.16299,143.29201,143.46001
2023-06-25,143.54100,143.68201,142.97301,143.54100
2023-06-22,143.03000,143.85400,142.76199,143.03000
2023-06-21,141.68800,142.93401,141.62601,141.68800
2023-06-20,141.33501,142.32899,141.37100,141.33501
2023-06-19,141.89900,142.22400,141.24499,141.89900
2023-06-18,141.86700,141.99600,141.45399,141.86700
2023-06-15,140.26800,141.86600,139.86200,140.26800
2023-06-14,139.97700,141.47600,139.96001,139.97700
2023-06-13,140.17700,140.19299,139.29700,140.17700
2023-06-12,139.46001,140.10700,139.01601,139.46001
2023-06-11,139.37100,139.72501,139.07100,139.37100
2023-06-08,138.86301,139.71500,138.89999,138.86301
2023-06-07,139.89900,140.09000,138.82500,139.89900
2023-06-06,139.52699,140.02600,139.04300,139.52699
2023-06-05,139.38300,139.96100,139.11700,139.38300
2023-06-04,140.20700,140.44501,139.25600,140.20700
2023-06-01,138.74800,139.79700,138.61000,138.74800
2023-05-31,139.12700,139.94600,138.49699,139.12700
2023-05-30,139.79201,140.34100,139.31599,139.79201
2023-05-29,140.44099,140.90300,139.58000,140.44099
2023-05-28,140.87100,140.90100,140.11999,140.87100
2023-05-25,140.01700,140.68100,139.51401,140.01700
2023-05-24,139.28301,139.87601,139.20599,139.28301
2023-05-23,138.59801,139.17700,138.24899,138.59801
2023-05-22,138.67200,138.87601,138.25301,138.67200
2023-05-21,137.69200,138.65900,137.50400,137.69200
2023-05-18,138.61999,138.64700,137.46201,138.61999
2023-05-17,137.61400,138.65900,137.31100,137.61400
2023-05-16,136.42999,137.56599,136.30400,136.42999
2023-05-15,136.04500,136.67500,135.69800,136.04500
2023-05-14,135.82201,136.31200,135.71600,135.82201
2023-05-11,134.49800,135.62900,134.40199,134.49800
2023-05-10,134.08701,134.84100,133.75200,134.08701
2023-05-09,135.28799,135.45599,134.31000,135.28799
2023-05-08,135.07300,135.33600,134.73700,135.07300
2023-05-07,135.19900,135.20599,134.66400,135.19900
2023-05-04,134.17900,135.08501,133.88600,134.17900
2023-05-03,134.54401,134.86999,133.68600,134.54401
2023-05-02,136.46600,136.56900,135.07201,136.46600
2023-05-01,137.52100,137.76500,136.40900,137.52100
2023-04-30,136.38600,137.40199,136.26300,136.38600
2023-04-27,133.80200,136.52901,133.73399,133.80200
2023-04-26,133.46500,134.18201,133.29500,133.46500
2023-04-25,133.71100,133.86600,133.02600,133.71100
2023-04-24,134.08400,134.44900,133.74699,134.08400
2023-04-23,133.96100,134.72501,133.89000,133.96100
2023-04-20,133.99600,134.46500,133.55499,133.99600
2023-04-19,134.70399,134.96001,134.02699,134.70399
2023-04-18,134.04401,135.04700,133.96100,134.04401
2023-04-17,134.42500,134.69299,133.86800,134.42500
2023-04-16,133.97099,134.56500,133.71400,133.97099
2023-04-13,132.48700,133.75600,132.17600,132.48700
2023-04-12,133.08501,133.36700,132.03000,133.08501
2023-04-11,133.59399,134.02300,132.78101,133.59399
2023-04-10,133.46899,133.66600,132.98100,133.46899
2023-04-09,132.09700,133.84199,132.01401,132.09700
2023-04-06,131.66901,132.31599,131.52499,131.66901
2023-04-05,130.93401,131.85300,130.79100,130.93401
2023-04-04,131.48500,131.83900,130.68401,131.48500
2023-04-03,132.29900,133.14000,131.57400,132.29900
2023-04-02,133.34700,133.73100,132.22099,133.34700
2023-03-30,133.20100,133.56400,132.72600,133.20100
2023-03-29,132.57600,132.93300,132.22200,132.57600
2023-03-28,131.04601,132.69800,130.92799,131.04601
2023-03-27,131.23300,131.27600,130.44600,131.23300
2023-03-26,130.84599,131.74100,130.50900,130.84599
2023-03-23,130.86500,130.91901,129.67400,130.86500
2023-03-22,131.17900,131.63600,130.44800,131.17900
2023-03-21,132.34801,132.99300,132.26700,132.34801
2023-03-20,131.39200,132.43700,131.04800,131.39200
2023-03-19,132.28400,132.63001,130.55800,132.28400
2023-03-16,133.36800,133.56599,131.83701,133.36800
2023-03-15,132.92900,133.45799,131.74400,132.92900
2023-03-14,134.39700,135.05800,132.25200,134.39700
2023-03-13,133.11400,134.87300,133.07100,133.11400
2023-03-12,134.97000,135.02000,132.29300,134.98000
2023-03-09,136.39500,136.97900,134.17200,136.39500
2023-03-08,137.22600,137.25200,135.99000,137.22600
2023-03-07,137.39101,137.89600,136.50600,137.39101
2023-03-06,135.99899,136.94701,135.58099,135.99899
2023-03-05,135.86999,136.17900,135.39500,135.86000
2023-03-02,136.70500,136.74000,135.82800,136.70500
2023-03-01,136.19400,137.06500,136.08800,136.19400
2023-02-28,136.34801,136.46201,135.26000,136.34801
2023-02-27,136.31700,136.90900,136.02200,136.31700
2023-02-26,136.39500,136.47600,135.92900,136.39500
2023-02-23,134.62801,136.42400,134.18100,134.62801
2023-02-22,134.93201,135.34300,134.64400,134.93201
2023-02-21,134.97600,135.04800,134.38300,134.97600
2023-02-20,134.33600,135.19099,134.15601,134.33600
2023-02-19,134.30701,134.53000,133.92900,134.30701
2023-02-16,134.07400,135.08000,134.07201,134.07400
2023-02-15,133.90300,134.44299,133.60899,133.90300
2023-02-14,132.99100,134.32400,132.55499,132.99100
2023-02-13,132.33701,133.11800,131.66200,132.33701
2023-02-12,131.55100,132.86400,131.46600,131.55100
2023-02-09,131.51900,131.83200,129.83400,131.51900
2023-02-08,131.38699,131.80901,130.35200,131.38699
2023-02-07,131.04201,131.51401,130.60899,131.04201
2023-02-06,132.62300,132.62199,131.16000,132.62300
2023-02-05,132.00900,132.89200,131.59100,132.00900
2023-02-02,128.74600,131.13699,128.33600,128.74600
2023-02-01,128.62199,129.09100,128.09300,128.62199
2023-01-31,130.11000,130.39600,129.21001,130.11000
2023-01-30,130.47900,130.47600,129.76900,130.47900
2023-01-29,129.85400,130.46100,129.20500,129.85400
2023-01-26,129.80000,130.25501,129.54601,129.80000
2023-01-25,129.23700,130.58299,129.03500,129.23700
2023-01-24,130.23900,130.56799,129.29300,130.23900
2023-01-23,130.59700,131.06900,129.74400,130.59700
2023-01-22,129.38500,130.87500,129.06200,129.35400
2023-01-19,128.36999,130.60400,128.35500,128.36999
2023-01-18,128.53900,128.77300,127.77700,128.53900
2023-01-17,128.28101,131.55901,127.60700,128.28101
2023-01-16,128.32100,129.11600,128.02200,128.32100
2023-01-15,128.02600,128.81000,127.25400,128.02600
2023-01-12,129.17200,129.34199,127.46800,129.17200
2023-01-11,131.90199,132.02100,129.56900,131.90199
2023-01-10,132.10100,132.85400,132.10300,132.10100
2023-01-09,131.72900,132.46600,131.43300,131.72900
2023-01-08,131.86200,132.64500,131.32700,131.86200
2023-01-05,133.30701,134.74100,132.18700,133.30701
2023-01-04,132.24600,133.99200,131.73000,132.24600
2023-01-03,131.24800,132.17000,129.96400,131.24800
2023-01-02,130.79401,131.18201,129.53400,130.79401
2023-01-01,130.84500,131.03500,130.62100,130.84500
2022-12-29,132.91600,132.91701,131.54100,132.91600
2022-12-28,134.03400,134.18800,132.93600,134.03400
2022-12-27,133.48599,134.39500,133.41100,133.48599
2022-12-26,132.76401,133.58701,132.64800,132.76401
2022-12-25,132.77000,133.23700,132.33000,132.78999
2022-12-22,132.35700,133.12100,132.29100,132.35700
2022-12-21,132.36999,132.68100,131.65500,132.36999
2022-12-20,131.89200,132.47600,131.52200,131.89200
2022-12-19,136.99499,137.45200,131.01700,136.99499
2022-12-18,136.03000,137.14999,135.77300,136.69000
2022-12-15,137.75101,137.75101,136.41000,137.75101
2022-12-14,135.34801,137.92101,135.28301,135.34801
2022-12-13,135.58400,135.68201,134.68100,135.58400
2022-12-12,137.50400,137.94200,134.68800,137.50400
2022-12-11,136.71201,137.61800,136.63300,136.71201
2022-12-08,136.61400,136.86600,135.61200,136.61400
2022-12-07,136.38100,137.22400,136.29601,136.38100
2022-12-06,136.88600,137.83800,136.41800,136.88600
2022-12-05,136.65199,137.41299,136.00800,136.65199
2022-12-04,134.47501,136.58099,134.13400,134.47501
2022-12-01,135.14999,135.97600,133.67300,135.14999
2022-11-30,137.35899,137.51601,135.53900,137.35899
2022-11-29,138.74499,139.88300,138.33800,138.74499
2022-11-28,138.71899,139.32100,137.88600,138.71899
2022-11-27,139.31000,139.42000,137.51401,139.10001
2022-11-24,138.60300,139.59100,138.38901,138.60300
2022-11-23,139.27800,139.48599,138.09500,139.27800
2022-11-22,141.15500,141.57400,139.58701,141.15500
2022-11-21,142.09801,142.23900,141.08600,142.09801
2022-11-20,140.25301,142.01800,140.20300,140.25301
2022-11-17,140.41200,140.47000,139.64999,140.41200
2022-11-16,139.32201,140.71400,138.90601,139.32201
2022-11-15,138.96500,140.28500,138.89400,138.96500
2022-11-14,140.11500,140.58099,137.80901,140.11500
2022-11-13,139.55299,140.76900,138.86900,139.55299
2022-11-10,141.73399,142.46600,138.88800,141.73399
2022-11-09,146.20900,146.58200,141.53799,146.20900
